Timestamp start: 1715872402420
Timestamp end: 1715873202875

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      401.5   238.3   148.8   207.9   223.2   356.1   433.0   480.1   515.1   557.8   615.5   708.8  1191.2  2198.8  7763.2  49859.5    49984
read      416.7   569.4   160.7   213.5   231.2   369.1   438.3   477.7   505.0   536.8   575.2   630.8   854.9  7754.0 31522.6   9247.3     9274
read      408.0   341.5   148.8   206.4   220.8   350.8   447.1   497.0   530.1   568.8   623.3   752.6  1123.9  2918.6 11707.1  27137.8    27187
read      470.7   620.9   160.7   206.6   223.1   400.4   502.8   567.0   617.6   674.9   742.8   844.9  1121.9  9288.3 31005.4  18717.1    18735
read      396.9   277.8   148.8   204.9   220.2   346.1   417.4   460.2   492.5   532.3   587.2   685.7  1576.7  2893.3  6410.9  86406.0    86505
read      374.5   215.9   148.8   205.6   220.9   341.1   404.9   444.8   473.4   508.3   554.7   631.2   827.4  2059.3  7848.7  92896.1    93039
read      375.3   207.7   148.8   204.0   218.1   338.5   409.6   452.8   484.1   521.3   570.5   646.2   838.6  2014.0  6596.2  75909.1    75999
read      372.0   225.6   148.8   202.3   214.8   330.5   414.0   465.0   498.3   534.0   575.9   633.9   779.9  1688.5  8124.1  32275.5    32324
read      372.9   225.9   148.8   203.8   218.4   336.0   402.8   444.5   474.7   511.3   560.3   636.7   834.2  2402.7  7490.2  84238.1    84255
read      374.5   224.1   148.8   204.2   218.6   338.2   406.7   448.5   478.6   515.5   564.6   640.2   825.1  2313.3  7903.0  81701.0    81759
read      376.6   220.3   148.8   200.5   214.0   335.7   413.6   464.3   499.6   539.5   587.1   653.6   818.3  1958.4  7810.1  37183.1    37291
read      384.1   251.0   148.8   204.3   218.5   344.9   417.2   461.7   495.4   535.4   587.5   667.1   858.9  2935.0  8486.1  53737.5    53818
read      374.2   260.6   148.8   202.4   215.0   331.2   416.4   467.0   499.1   533.9   574.8   631.2   781.2  2094.5  9850.8  30354.7    30297
read      372.0   240.8   148.8   202.6   215.4   330.5   412.9   463.9   497.0   532.2   573.9   631.1   772.0  1926.9  9378.0  31478.9    31569
read      377.9   240.9   148.8   203.9   217.4   336.6   411.7   462.5   498.1   537.6   585.1   651.3   812.4  2142.0  8439.2  38852.5    38927
read      432.8   720.9   160.7   206.6   224.0   371.4   450.1   492.6   520.6   550.3   587.9   643.4  1201.6  9796.6 31751.4  10661.0    10652
read      442.5   349.2   148.8   212.6   231.6   373.4   448.4   497.3   536.7   587.2   659.3   791.1  1807.6  2987.2 10185.0  97955.6    98119
read      378.7   216.1   148.8   203.3   217.1   340.7   412.8   458.9   493.8   534.5   586.0   660.2   838.0  1873.5  7812.8  48119.5    48176
read      378.5   265.5   148.8   203.0   216.0   334.7   416.1   467.4   502.2   539.8   585.0   647.9   809.3  2162.5  8763.9  34930.8    34929
read      376.5   244.3   148.8   203.5   217.0   339.2   411.3   454.7   486.7   524.6   574.5   651.8   832.1  2135.0  9132.2  69679.0    69735
read      472.9   668.5   160.7   203.4   217.9   391.3   503.3   575.3   634.9   702.5   775.4   871.7  1181.6  7931.2 31440.9  20745.0    20753
read      398.3   351.5   148.8   206.0   221.3   343.6   414.4   458.0   490.3   529.7   583.8   680.1  1570.7  3584.3 11328.8  84654.3    84642
read      385.1   292.9   148.8   205.0   219.4   342.5   417.6   466.2   501.3   541.9   592.7   667.0   861.1  2866.2 13321.6  42397.2    42333
read      376.6   262.4   148.8   203.0   216.5   339.8   409.2   452.4   485.2   524.7   576.4   652.2   827.9  2081.6  9682.1  61805.0    61587
read      375.4   261.9   148.8   203.7   217.7   337.0   407.0   449.5   480.2   516.5   564.9   640.0   841.7  2211.5  9895.7  78053.5    77998
read      377.6   215.4   148.8   208.9   225.1   346.5   409.9   448.5   476.5   510.4   556.9   629.9   804.6  1869.6  8192.1  97537.4    97625
read      368.0   218.5   148.8   202.4   214.5   330.7   420.3   465.2   492.6   521.0   552.0   599.7   729.8  1756.8  8566.1  23786.8    23781
read      377.9   355.5   148.8   203.2   216.8   340.0   410.5   453.5   485.1   523.0   573.3   649.2   838.3  2688.7  8197.4  66748.5    66723
