Timestamp start: 1715875983585
Timestamp end: 1715876784020

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      382.0   306.1   148.8   203.3   216.8   335.1   404.4   449.1   483.5   525.2   579.4   666.4   995.0  3259.9 10779.1  67510.3    67361
read      407.9   267.7   148.8   207.3   223.6   376.9   456.2   503.8   537.8   575.5   619.6   681.3   817.4  2724.4 10715.3  16309.0    16287
read      404.4   310.0   148.8   202.5   216.9   340.5   406.1   448.2   482.0   527.1   591.8   743.3  1692.7  2731.6  8369.3  81465.7    81508
read      366.2   198.2   148.8   204.1   218.6   331.9   396.5   435.8   466.6   504.6   554.7   635.0   822.6  1352.6  5948.5  87686.1    87619
read      376.4   209.6   148.8   210.1   226.5   345.4   408.0   446.5   475.1   510.3   558.3   633.8   806.1  1597.4  7594.2  99174.6    99068
read      369.4   192.1   148.8   203.8   217.4   336.1   405.3   448.3   480.5   519.5   567.3   635.7   782.6  1485.1  6452.5  51198.2    51267
read      420.3   492.0   160.7   208.3   224.8   370.2   448.8   501.0   534.9   571.4   613.8   675.6   910.2  6071.7 27941.4  11795.0    11822
read      413.0   312.0   148.8   210.1   227.4   360.3   432.5   477.4   512.1   555.6   619.4   740.5  1501.0  2795.5 12442.3  97414.0    97494
read      380.9   235.1   148.8   206.8   223.1   346.2   411.1   451.8   483.0   522.1   575.2   661.6   863.1  1644.6  8922.9  97324.0    97350
read      377.1   206.7   148.8   203.7   217.4   339.0   412.0   457.5   492.0   532.7   583.3   660.1   842.9  1835.2  6205.9  55398.3    55460
read      371.8   221.6   148.8   204.8   219.5   336.4   401.8   442.0   472.5   510.8   562.0   640.3   839.5  1779.8  8101.2  86030.9    85984
read      370.1   224.1   148.8   203.6   217.4   333.0   400.3   441.2   471.9   510.7   562.3   641.5   846.3  1875.5  9367.0  81978.3    82043
read      376.4   224.0   148.8   203.7   217.4   338.0   410.8   455.3   489.3   530.3   581.5   658.7   846.0  1724.3  6990.7  52818.9    52873
read      428.9   435.9   160.7   206.8   222.7   378.0   463.1   518.3   559.0   602.7   654.3   730.6   961.8  5003.7 20553.3  13929.9    13911
read      391.1   232.9   148.8   203.0   216.9   340.2   418.1   466.3   503.7   547.5   606.6   707.3  1212.6  2048.9  7015.3  50064.5    49984
read      410.4   497.8   160.7   210.5   229.0   363.6   431.2   474.6   501.7   531.4   566.7   620.4   942.5  6021.9 20882.1   9293.1     9274
read      396.4   308.3   148.8   203.3   216.6   338.7   431.2   481.0   515.1   552.4   607.1   739.8  1064.9  3223.1 10089.3  27155.5    27187
read      445.9   457.7   148.8   204.9   219.9   381.4   480.8   545.1   596.5   652.8   717.0   805.3  1052.4  6584.7 16160.8  18726.4    18735
read      408.1   352.3   148.8   203.0   217.5   341.5   409.6   451.5   484.4   527.4   589.5   736.6  1731.3  2925.5  9411.5  86516.8    86505
read      367.4   529.7   148.8   203.6   218.4   331.6   394.9   433.1   463.0   499.9   548.1   627.4   818.8  1985.7  7805.5  93088.1    93039
read      368.8   241.9   148.8   200.4   214.1   327.9   395.3   436.2   468.8   509.4   564.3   647.9   863.3  2340.0  8436.6  75988.3    75999
read      372.3   281.7   148.8   199.6   212.5   326.2   411.0   460.2   494.9   532.4   575.5   636.6   806.9  2033.2  9258.8  32339.5    32324
read      367.8   254.4   148.8   201.5   214.9   327.6   392.4   431.7   463.0   502.2   553.8   637.5   870.9  2730.3  8044.0  84105.3    84255
read      366.8   295.2   148.8   201.8   215.0   327.8   393.2   432.6   463.8   502.5   553.1   633.6   822.8  2601.9 11619.3  81685.2    81759
read      372.1   320.2   148.8   200.1   212.8   326.0   404.2   452.3   487.6   527.6   573.8   637.3   808.1  2883.1 12414.7  37236.4    37291
read      371.3   226.7   148.8   201.7   214.6   330.7   401.5   446.3   480.6   522.5   573.9   647.6   850.2  2007.8  8052.8  53718.0    53818
read      365.8   215.2   148.8   197.2   210.0   323.9   406.9   454.4   487.3   523.0   563.6   622.4   784.4  2993.5  7598.5  30277.4    30297
read      368.8   247.3   148.8   198.8   211.5   324.9   410.7   459.1   493.5   530.4   572.1   631.2   790.9  1959.9  8333.9  31504.8    31569
read      372.2   232.6   148.8   201.3   214.2   329.9   407.3   455.6   491.3   531.2   577.8   641.6   823.0  1822.5  7865.9  38984.8    38927
read      405.8   523.0   160.7   206.1   222.3   357.4   427.9   473.1   503.5   535.8   573.3   626.6   892.9  7706.8 28506.0  10721.3    10652
read      399.2   292.6   148.8   206.0   222.1   346.5   413.9   455.3   487.7   529.3   587.6   700.6  1585.7  2720.6  9286.0  98016.6    98119
read      375.7   276.0   148.8   202.3   215.4   333.5   405.6   451.5   486.5   528.2   578.9   653.0   854.0  2304.3  8047.0  48125.8    48176
read      367.4   197.6   148.8   197.6   210.5   325.3   406.9   456.0   491.1   530.4   575.8   637.4   799.9  1866.0  6985.9  34929.1    34929
read      369.6   316.6   148.8   200.1   213.4   325.8   393.0   434.5   467.9   509.7   563.3   641.7   867.4  2656.5 14279.2  69717.6    69735
read      440.4   389.9   148.8   201.7   215.8   374.9   479.9   544.3   600.6   665.4   735.7   828.4  1045.5  5188.5 12386.4  20766.6    20753
read      409.3   376.7   148.8   203.0   217.2   340.1   408.8   450.8   484.3   528.5   592.3   739.0  1729.3  2947.3 13123.7  84538.8    84642
read      377.5   273.5   148.8   202.6   215.4   332.7   409.1   456.5   492.6   534.1   583.8   655.8   853.1  2519.7 12030.6  42430.2    42333
read      373.8   223.8   148.8   202.3   215.5   333.7   404.5   449.3   483.3   525.5   578.5   659.2   862.7  1932.8  6306.8  61514.3    61587
read      370.1   272.4   148.8   199.7   213.3   328.1   395.9   437.4   470.4   511.6   566.0   650.2   871.3  2505.3  9326.8  78042.0    77998
read      373.8   299.1   148.8   204.8   220.3   336.3   399.0   438.0   469.1   507.9   560.5   643.3   872.5  2186.6  7950.6  97567.8    97625
read      421.7   336.0   148.8   201.6   215.0   353.7   456.9   513.6   557.6   620.6   711.8   833.1  1057.8  3887.4  9881.4  23871.5    23781
read      380.6   318.4   148.8   202.2   215.3   331.1   400.3   444.3   478.8   521.8   577.4   668.4  1120.3  2970.7 11601.8  66613.1    66723
