Timestamp start: 1715874965045
Timestamp end: 1715875765477

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      369.8   243.6   148.8   205.5   220.3   334.9   401.1   440.5   469.9   505.9   551.8   625.3   792.5  1996.9 10069.8  85653.7    85666
read      376.9   215.1   148.8   205.6   220.5   340.3   410.5   454.9   489.4   529.6   577.4   643.1   807.3  1719.9  9105.4  51862.9    51918
read      367.9   218.3   148.8   203.1   216.6   328.0   410.7   461.1   494.2   528.1   565.7   617.3   731.3  1300.4  8986.2  34378.9    34406
read      373.6   217.3   148.8   204.1   218.2   330.8   427.4   475.6   504.5   533.6   566.6   613.7   734.0  1738.1  9133.3  28633.9    28664
read      369.9   228.6   148.8   205.0   219.5   330.6   407.7   458.2   493.3   529.6   569.7   624.2   739.1  1241.3  9040.3  38222.3    38289
read      517.5  1032.6   160.7   208.3   224.0   398.1   501.8   565.4   623.0   693.5   776.7   898.9  1727.9 14705.2 32492.7  20627.4    20658
read      457.0   637.1   160.7   210.3   228.0   398.2   491.4   543.6   580.3   619.7   666.0   735.4   978.2  8724.6 30623.7  13833.1    13840
read      403.8   284.3   148.8   210.5   227.2   355.4   425.1   467.0   499.7   540.2   595.2   699.6  1472.5  2760.5  8400.7  93384.9    93419
read      373.3   204.9   148.8   207.8   224.0   342.3   403.9   442.2   470.6   505.6   550.6   625.4   799.1  1899.5  7757.4  98227.0    98284
read      374.5   228.7   148.8   203.6   217.6   335.9   406.5   448.7   480.6   519.9   571.0   649.1   858.1  2102.6  7155.6  71182.2    71313
read      385.0   216.3   148.8   206.2   220.9   341.9   419.9   471.1   509.5   551.8   603.1   674.3   848.7  1737.2  8190.1  42139.1    42089
read      381.4   206.2   148.8   205.7   220.1   342.0   415.6   462.8   499.3   541.2   592.1   665.1   822.5  1760.6  7614.4  46445.5    46458
read      380.0   294.2   160.7   205.1   218.8   334.1   420.7   472.6   507.1   542.7   584.5   639.8   791.2  2843.2  9676.3  30796.4    30755
read      381.4   233.8   148.8   205.7   219.9   340.0   414.6   463.4   500.5   542.3   591.9   662.5   823.0  1968.4  8022.4  42903.7    42889
read      377.1   217.5   148.8   207.9   224.0   344.6   408.8   447.9   477.1   512.9   560.4   633.9   809.1  2152.4  7165.8  93617.1    93552
read      381.5   251.3   148.8   206.7   221.6   341.0   414.5   458.3   491.3   531.2   582.8   662.1   851.0  2240.1  8038.3  65681.7    65694
read      381.6   232.8   148.8   205.0   219.2   336.8   427.1   479.6   512.9   547.2   588.0   643.1   823.5  1804.7  9384.5  29550.6    29574
read      381.1   221.4   148.8   205.5   220.0   342.3   414.4   459.8   495.5   537.2   589.7   665.6   836.1  1912.9  6947.2  51357.8    51355
read      381.7   267.5   148.8   205.4   219.9   340.6   412.6   456.3   489.7   529.8   581.3   660.9   886.2  2185.7  9773.8  67454.2    67361
read      459.4   332.6   148.8   216.6   233.6   414.6   511.1   576.9   626.7   680.3   738.8   818.3   985.8  2986.7 13368.1  16249.1    16287
read      400.3   288.0   148.8   207.5   223.3   346.5   420.8   465.2   499.2   540.1   594.7   694.1  1629.3  2731.8  8817.4  81536.8    81508
read      371.3   208.4   148.8   207.1   222.6   338.8   403.6   443.3   473.0   509.3   557.0   631.4   799.5  1609.2  8089.0  87499.1    87619
read      381.4   302.5   148.8   213.0   230.3   351.4   413.6   451.7   480.3   515.3   561.3   633.6   802.3  1569.0  9561.0  99133.5    99068
read      380.2   226.7   148.8   206.9   221.9   343.6   415.7   460.4   495.1   534.7   583.1   655.3   808.6  1604.5  7862.0  51275.1    51267
read      445.2   529.8   160.7   214.0   231.8   393.8   475.8   525.7   561.8   602.5   651.1   724.7   967.9  6874.1 30145.4  11861.3    11822
read      449.3   342.8   148.8   217.7   237.2   383.4   461.1   510.1   548.6   599.9   675.7   821.6  1769.2  2951.9  9489.9  97315.0    97494
read      384.4   242.5   148.8   210.9   227.8   351.0   416.1   455.7   485.5   521.8   569.9   644.5   833.2  2214.4  7559.5  97460.1    97350
read      383.2   234.9   148.8   206.4   221.1   346.1   419.5   463.6   497.8   537.5   587.2   661.9   835.8  1854.9  9326.9  55502.4    55460
read      382.0   275.0   148.8   207.9   223.6   343.7   413.0   454.7   485.9   523.7   573.1   649.3   858.4  2167.3  9611.1  85833.0    85984
read      375.3   235.1   148.8   205.6   220.5   339.0   407.9   449.5   480.4   518.0   566.9   639.8   817.6  2104.6  7358.3  81912.3    82043
read      380.7   213.6   148.8   205.3   219.9   344.4   416.0   459.9   494.0   534.4   585.1   659.1   827.3  1945.3  6878.4  52963.3    52873
read      457.8   496.2   160.7   211.3   229.1   405.2   498.3   555.1   597.0   641.3   694.7   775.7  1035.8  5097.2 24901.4  13918.8    13911
read      402.7   259.6   148.8   205.9   220.9   347.3   424.0   472.9   511.2   556.4   616.3   717.4  1438.9  2304.3  7952.5  49952.3    49984
read      430.2   563.3   160.7   215.1   234.1   382.8   453.5   495.9   524.3   555.2   592.8   651.5   933.7  9138.9 28195.8   9301.7     9274
read      407.3   399.6   148.8   205.9   220.2   346.6   443.8   495.5   528.9   566.2   615.2   721.9  1114.4  4188.8 13549.5  27160.3    27187
read      471.3   603.6   160.7   211.1   228.4   409.4   507.3   566.3   612.0   663.9   726.9   820.3  1105.2  9410.3 30325.4  18690.3    18735
read      436.6   392.7   148.8   207.9   224.3   355.4   430.2   478.7   516.5   564.2   631.9   798.4  1871.1  3235.8 11738.0  86497.5    86505
read      371.5   242.8   148.8   206.1   221.4   337.0   400.0   437.5   466.9   502.6   548.9   625.3   827.3  2041.4  8502.9  93004.2    93039
read      371.7   263.9   148.8   202.0   215.7   331.9   400.7   441.6   472.5   510.7   560.7   637.7   852.9  2606.3  9585.8  75988.2    75999
read      372.4   221.3   148.8   203.2   216.2   327.7   413.1   465.1   500.6   537.0   578.3   633.4   774.5  1737.8  7888.7  32323.9    32324
read      363.5   215.7   148.8   203.9   218.0   329.6   395.0   433.8   463.9   499.9   545.4   617.7   785.7  1799.8  7086.3  84181.3    84255
read      362.9   238.2   148.8   203.2   216.8   327.8   393.6   431.9   461.4   497.2   543.1   614.9   771.8  2165.2  8700.7  81816.1    81759
read      373.9   302.7   148.8   203.5   216.7   328.3   404.1   454.7   492.0   531.9   576.5   635.5   784.5  2672.6 11311.4  37311.6    37291
read      380.0   296.0   148.8   204.6   218.6   339.1   407.5   452.0   487.2   529.3   581.2   657.4   844.2  2264.7 11262.5  53794.5    53818
read      374.3   279.0   148.8   201.5   214.1   329.6   414.8   465.1   499.0   534.3   575.0   630.8   781.7  2480.0  9731.6  30373.1    30297
read      381.4   455.4   148.8   202.6   215.4   329.5   415.6   467.6   502.9   539.2   580.6   636.1   792.7  2378.1 20080.3  31587.8    31569
read      379.9   233.0   148.8   205.7   220.5   336.4   413.8   463.9   501.7   542.5   589.4   655.1   818.4  2022.4  7980.6  38997.4    38927
read      438.0   674.8   160.7   210.5   228.9   379.5   458.1   501.8   530.6   562.1   599.6   657.4  1191.4 10389.8 31296.0  10666.4    10652
read      426.3   358.4   148.8   210.8   229.0   364.8   436.3   483.6   520.6   567.9   633.3   754.4  1732.1  2946.9 14652.1  98110.1    98119
read      380.4   302.3   148.8   204.2   218.3   339.5   411.3   456.8   492.6   534.6   585.3   656.6   816.5  2063.3 13654.2  48133.6    48176
read      374.7   226.9   148.8   200.7   214.1   332.6   414.0   464.7   501.1   540.0   585.2   645.6   801.6  1742.8  7755.7  34904.7    34929
read      372.0   251.1   148.8   202.9   216.4   334.6   404.0   445.8   476.9   515.3   564.9   638.4   819.2  2198.9 10230.6  69767.0    69735
read      474.6   527.3   160.7   206.1   221.4   398.8   513.1   589.3   652.7   720.6   792.5   891.3  1164.1  5907.9 28852.9  20789.7    20753
read      433.8   365.4   148.8   207.4   223.4   356.9   433.7   480.2   515.3   560.1   627.7   800.9  1849.0  2963.5  9315.4  84639.5    84642
read      373.2   196.9   148.8   203.8   217.3   334.9   407.8   455.0   491.4   532.4   580.2   643.8   789.8  1721.6  7116.2  42277.3    42333
read      377.2   286.1   148.8   203.7   217.4   339.0   409.1   451.6   484.3   523.6   573.7   646.9   816.4  2536.8 10597.6  61554.3    61587
read      373.6   225.8   148.8   202.1   216.1   334.6   404.6   447.2   478.8   517.3   567.7   644.7   867.4  2022.2  7862.2  78052.4    77998
read      367.8   218.3   148.8   205.9   221.3   336.1   397.0   433.4   461.7   496.1   540.7   613.4   793.4  2341.7  8362.1  97576.0    97625
read      373.6   316.9   148.8   202.8   215.1   331.8   422.5   466.8   494.9   524.0   555.7   603.0   740.8  3205.1 15088.0  23790.6    23781
read      370.4   239.1   148.8   203.3   216.6   334.1   403.3   445.3   477.1   515.2   564.4   637.7   801.3  1916.2  9233.3  66810.5    66723
