#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      883.0  1269.2   160.7   300.4   336.4   458.0   658.2  1442.8  1559.2  1656.5  1769.8  1937.6  2911.0 16322.3 39657.5  75582.9    90000  1715182231671  1715182236987
read      881.3  1306.0   160.7   298.4   333.3   459.1   659.8  1424.5  1552.7  1651.2  1755.4  1922.0  2903.1 17998.2 37157.8  75917.8    95000  1715182238492  1715182243823
read      858.1  1205.3   160.7   297.7   331.4   449.2   646.9  1377.3  1520.8  1623.9  1729.5  1890.0  2924.5 13234.4 36692.6  77634.4   100000  1715182245328  1715182250637
read      847.3  1134.4   160.7   301.2   332.4   440.4   652.3  1369.1  1519.4  1623.1  1726.0  1881.1  2929.3 12552.3 35060.1  78507.8   105000  1715182252142  1715182257463
read      792.3  1106.7   160.7   297.7   318.7   401.3   503.5  1302.8  1472.1  1577.3  1686.0  1839.4  2768.2 13758.1 32234.4  83789.4   110000  1715182258968  1715182264294
read      849.9  1044.1   160.7   304.5   337.4   443.8   663.0  1439.0  1553.4  1644.7  1737.1  1882.1  2808.6 12659.3 32021.3  77864.4   115000  1715182265799  1715182271122
read      854.4  1231.2   160.7   310.7   340.6   436.5   596.0  1402.7  1533.4  1627.3  1727.7  1880.4  2832.7 13931.6 36973.8  77974.8   120000  1715182272627  1715182277954
read      875.5  1151.0   160.7   301.7   340.4   461.4   697.3  1426.6  1552.3  1651.6  1758.8  1947.2  2895.3 16519.2 33394.8  75992.3   125000  1715182279459  1715182284771

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      424.7   469.3   187.4   266.1   293.9   398.5   435.6   456.7   470.1   490.1   512.5   550.4   736.7  7855.6 21525.4   4976.2     5000  1715182524751  1715182530223
read      454.5   354.7   173.5   242.0   263.8   445.7   508.3   539.2   560.9   586.0   619.0   670.2   809.2  3819.1 14704.2   9939.8    10000  1715182531730  1715182537126
read      453.7   248.6   160.7   230.7   250.1   439.9   533.8   577.0   604.8   633.8   669.6   719.1   830.3  1489.4 10859.6  15041.8    15000  1715182538631  1715182543963
read      454.5   236.0   160.7   224.6   243.7   422.6   530.2   585.0   620.4   658.4   701.6   760.4   881.3  2007.2  7123.6  19914.0    20000  1715182545468  1715182550811
read      462.3   235.7   160.7   222.9   242.0   421.9   532.8   597.1   639.2   684.4   734.1   801.6   937.5  1358.4  8338.8  25094.2    25000  1715182552316  1715182557649
read      460.8   253.1   160.7   219.4   235.8   414.6   525.6   592.3   640.0   691.4   745.7   825.8   993.2  1635.8  9576.2  30039.2    30000  1715182559153  1715182564473
read      473.8   265.7   148.8   219.2   236.3   428.1   542.1   610.8   662.9   722.0   787.1   866.5  1051.1  1449.8 10457.0  35016.0    35000  1715182565979  1715182571296
read      488.0   321.8   160.7   222.0   239.5   420.3   549.4   626.9   683.5   748.4   829.7   937.8  1253.6  1962.2 11792.8  40252.6    40000  1715182572801  1715182578110
read      480.1   278.7   160.7   222.7   240.1   404.8   537.9   614.9   674.2   744.4   828.0   941.5  1263.6  1662.1  6128.3  44781.1    45000  1715182579615  1715182584937
read      478.5   330.0   148.8   223.2   240.3   382.4   507.3   592.3   660.3   738.9   838.6  1000.0  1409.9  2216.1  9966.6  50032.8    50000  1715182586441  1715182591736
read      477.0   318.7   148.8   222.1   238.7   371.1   489.2   579.9   655.0   745.0   859.2  1052.3  1506.4  2109.4  8257.5  54912.6    55000  1715182593240  1715182598544
read      458.4   299.8   160.7   220.1   235.9   365.4   474.4   551.9   617.3   701.2   810.6   988.3  1396.7  1996.8  9566.3  60084.2    60000  1715182600049  1715182605363
read      463.8   336.4   160.7   220.3   236.1   353.5   449.6   525.4   594.5   703.5   856.5  1104.5  1613.4  2207.6  8331.5  65046.1    65000  1715182606867  1715182612171
read      530.7   394.6   160.7   233.2   254.6   392.2   503.1   598.8   694.4   835.6  1033.0  1326.1  1942.2  2626.1  9504.4  69827.6    70000  1715182613676  1715182618984
read      706.2   698.3   160.7   249.1   279.1   450.0   656.1   878.4  1063.7  1285.1  1592.0  1884.1  2648.0  3876.5 13712.2  74292.6    75000  1715182620488  1715182625795
read      853.9  1094.8   160.7   297.2   331.7   449.0   633.6  1371.9  1527.0  1629.5  1742.4  1969.4  2982.4 12197.9 32153.0  76809.8    80000  1715182627300  1715182632608
read      836.6  1008.0   160.7   306.0   337.0   433.4   637.9  1407.0  1530.2  1626.1  1728.2  1890.8  2814.2 12090.3 31972.7  78770.5    85000  1715182634114  1715182639426
read      855.7  1218.7   160.7   303.2   336.0   439.1   602.0  1401.6  1537.5  1634.1  1737.6  1884.1  2876.8 16488.0 33760.2  77549.6    90000  1715182640931  1715182646242
read      864.0  1217.1   160.7   298.8   328.3   449.9   632.0  1403.2  1535.2  1633.4  1741.0  1898.9  2918.9 16301.8 35424.8  77198.8    95000  1715182647747  1715182653061
read      873.8  1207.4   160.7   303.4   341.1   455.9   647.9  1417.5  1549.5  1647.7  1744.0  1905.2  2913.2 14120.8 32267.3  76183.4   100000  1715182654565  1715182659892
read      859.7  1219.6   160.7   304.4   337.8   439.6   588.7  1408.8  1544.6  1641.8  1737.2  1885.0  2916.4 13283.0 32290.1  77548.8   105000  1715182661397  1715182666706
read      858.0  1073.0   160.7   305.6   341.6   449.8   676.7  1441.1  1557.1  1649.0  1739.6  1880.4  2827.4 12762.0 31901.3  77234.0   110000  1715182668209  1715182673518
read      844.2  1057.9   173.5   302.7   332.5   439.1   667.8  1423.5  1544.6  1638.7  1732.8  1874.9  2784.2 15338.3 31768.0  78571.2   115000  1715182675023  1715182680338
read      852.6  1221.2   160.7   304.3   337.5   438.5   592.2  1398.0  1531.5  1628.1  1726.8  1875.2  2872.4 16811.7 33540.9  78092.6   120000  1715182681842  1715182687154
read      841.8  1213.0   160.7   303.7   332.6   432.1   577.5  1362.4  1512.9  1612.3  1714.7  1867.8  2890.8 14922.6 32219.7  79233.7   125000  1715182688658  1715182693977

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      423.5   372.0   173.5   267.0   294.6   403.4   439.7   460.3   473.7   492.8   514.0   553.4   692.8  5803.3 14651.3   4966.2     5000  1715182836634  1715182842083
read      456.8   369.0   160.7   243.3   265.0   444.1   510.1   540.8   562.8   587.8   620.3   669.7   796.2  4501.3 15089.8   9958.8    10000  1715182843587  1715182848964
read      462.9   277.6   160.7   229.9   249.6   447.9   540.0   583.4   612.3   642.3   681.6   738.2   869.6  2672.7  9408.5  14966.8    15000  1715182850469  1715182855808
read      464.7   329.2   160.7   226.5   246.7   432.6   534.0   590.7   627.0   666.0   710.8   773.9   903.9  2056.8 15953.5  20102.0    20000  1715182857312  1715182862654
read      470.6   306.8   160.7   223.9   243.2   429.0   537.8   599.6   640.8   687.3   737.3   807.2   983.4  2422.3 12205.8  24906.2    25000  1715182864159  1715182869486
read      469.3   269.5   160.7   220.9   238.5   423.4   534.8   601.7   649.7   702.8   762.3   847.0  1023.9  1640.2 10079.8  29824.1    30000  1715182870991  1715182876316
read      472.0   281.5   160.7   219.9   236.7   414.2   531.9   604.7   658.7   718.7   787.8   877.2  1125.3  2060.7  9399.7  35066.4    35000  1715182877821  1715182883123
read      474.3   285.7   160.7   220.6   237.1   410.3   531.6   606.1   662.3   726.5   801.9   908.9  1204.7  1726.2  8922.9  40113.8    40000  1715182884628  1715182889964
read      480.0   278.6   160.7   224.0   242.0   403.2   527.1   605.9   668.0   739.9   826.9   948.9  1323.8  1748.5  7839.5  44935.2    45000  1715182891468  1715182896836
read      472.4   299.2   160.7   223.6   240.9   383.7   501.6   583.1   650.1   730.2   824.7   973.4  1366.4  2045.2  8324.2  50022.4    50000  1715182898341  1715182903692
read      453.4   295.6   160.7   219.1   234.0   360.8   466.4   545.9   615.6   699.2   804.0   984.1  1356.4  1994.3  7835.4  55069.6    55000  1715182905196  1715182910513
read      474.8   318.0   160.7   222.4   239.6   374.8   485.5   565.8   635.5   727.1   846.5  1057.9  1514.8  2144.5  7837.4  60013.4    60000  1715182912018  1715182917334
read      459.1   293.7   160.7   219.7   235.8   367.3   469.3   543.5   610.3   697.7   814.2  1010.5  1429.5  2156.1  7367.1  65089.2    65000  1715182918838  1715182924164
read      522.8   415.8   160.7   231.2   251.5   383.8   486.9   574.4   666.0   801.9  1015.6  1333.3  1978.0  2918.6 10528.5  69969.2    70000  1715182925669  1715182930997
read      555.6   476.3   160.7   230.8   252.0   389.5   510.3   626.4   737.5   905.6  1095.2  1452.6  2176.4  3113.2 13242.4  75150.2    75000  1715182932503  1715182937814
read      876.5  1143.8   160.7   299.4   339.6   462.7   718.5  1415.2  1550.7  1653.2  1753.2  1920.1  2973.5 12788.3 33968.7  75558.8    80000  1715182939318  1715182944623
read      871.6  1219.1   160.7   299.3   338.9   455.9   674.5  1397.2  1540.8  1642.8  1740.6  1891.0  2941.0 15001.4 35932.2  76478.6    85000  1715182946127  1715182951438
read      858.0   952.2   148.8   291.9   328.4   463.1   834.0  1430.0  1549.8  1647.8  1749.4  1906.1  2849.1 10985.7 31379.1  76778.6    90000  1715182952943  1715182958257
read      857.8  1004.3   173.5   302.0   334.6   454.3   746.2  1434.0  1551.0  1646.2  1747.2  1899.3  2844.9 12646.4 31106.5  76953.1    95000  1715182959762  1715182965079
read      850.1  1249.6   160.7   307.8   340.3   433.8   582.2  1376.2  1527.3  1625.8  1723.4  1875.7  2874.0 16790.5 36312.5  78405.6   100000  1715182966585  1715182971900
read      936.6  1312.3   160.7   295.3   345.0   501.0   833.7  1501.6  1604.8  1704.3  1815.4  1984.4  2970.5 17496.3 34717.0  71459.2   105000  1715182973406  1715182978723
read      852.1  1266.3   160.7   307.3   337.8   436.8   596.9  1371.9  1521.8  1623.1  1725.3  1885.5  2886.8 15790.2 32521.4  78207.6   110000  1715182980227  1715182985556
read      894.9  1264.5   160.7   297.8   341.1   469.7   682.0  1443.0  1563.1  1660.8  1767.4  1932.9  2928.5 16519.1 32396.0  74540.4   115000  1715182987061  1715182992378
read      791.9  1214.7   160.7   289.7   312.0   400.9   500.5  1273.4  1462.1  1570.7  1677.7  1823.1  2747.7 16502.9 33313.1  84180.8   120000  1715182993884  1715182999201
read      821.2  1166.7   160.7   297.8   325.4   423.0   582.4  1309.3  1483.8  1591.2  1700.4  1854.8  2826.6 14485.9 36376.0  81081.0   125000  1715183000708  1715183006027
