Timestamp start: 1715957545598
Timestamp end: 1715958346217
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      375.8   238.4   148.8   202.6   216.2   336.1   406.5   456.3   494.1   537.0   585.4   647.1   797.3  2086.7  9400.9  42380.0    42333
read      378.6   271.4   148.8   203.5   216.9   340.8   412.4   455.8   488.8   528.9   579.5   652.7   813.6  2156.9 10382.0  61649.9    61587
read      373.8   256.0   148.8   204.6   219.1   336.7   406.2   448.6   479.5   516.9   565.2   636.6   799.6  2375.1  9775.8  78050.3    77998
read      395.6   263.2   148.8   214.7   232.2   360.1   426.3   465.8   496.5   533.7   583.1   664.0   872.7  2482.0  9176.0  97590.3    97625
read      377.7   314.4   148.8   201.8   214.5   335.7   425.5   469.7   497.6   527.2   561.2   616.4   895.8  3354.1  9801.1  23780.2    23781
read      390.0   288.9   148.8   202.9   216.5   338.1   408.7   453.9   488.1   529.9   584.8   674.6  1463.8  2882.1  7848.5  66802.5    66723
read      374.5   317.6   148.8   199.7   213.2   327.4   410.7   462.5   496.4   531.7   570.8   622.8   750.9  3279.3 12532.5  30991.2    31016
read      378.1   247.2   148.8   201.9   215.2   340.1   413.2   460.0   495.8   538.1   588.7   656.2   796.9  1882.9  8141.5  47356.9    47394
read      381.7   222.9   148.8   210.4   226.8   347.0   411.8   451.4   480.4   515.5   562.7   635.8   838.3  2437.9  8109.7  95476.2    95335
read      387.5   828.7   160.7   214.1   235.9   325.1   360.4   380.3   395.5   413.7   436.4   482.7  1412.4 12358.8 31621.1   5200.7     5252
read      404.7   368.3   148.8   204.8   219.2   345.0   419.4   464.5   500.2   543.5   601.3   697.2  1633.0  3352.6 12286.1  65573.6    65908
read      437.8   350.1   148.8   204.5   219.8   389.0   478.3   535.3   579.7   629.4   685.9   766.3  1054.9  4125.4 14179.1  16864.5    16889
read      388.5   285.2   148.8   200.8   214.4   337.4   412.1   463.2   501.9   545.6   597.9   676.1  1181.9  3338.2  9295.8  42881.6    42912
read      390.4   205.5   148.8   219.6   238.0   363.2   425.3   462.7   491.0   525.0   570.2   639.9   804.7  1590.5  8568.5  99840.8    99898
