#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      441.2   462.1   148.8   208.3   227.0   401.2   497.6   551.9   590.3   632.7   682.6   753.1   909.5  2094.8 28037.5  24901.4    25000  1714577979712  1714577985014
read      452.9   622.8   148.8   206.7   225.3   407.8   500.4   555.3   596.6   643.9   701.4   785.8   956.3  1577.5 31310.1  30126.8    30000  1714577986517  1714577991802
read      460.2   409.9   148.8   207.7   227.1   424.4   516.6   571.4   613.1   663.7   727.5   820.2  1021.0  1674.6 26832.7  35017.6    35000  1714577993306  1714577998584
read      465.5   366.6   148.8   209.4   230.1   424.6   519.5   574.9   616.6   667.7   734.5   839.4  1123.9  2651.8 14165.7  40059.0    40000  1714578000088  1714578005390
read      442.2   344.7   148.8   204.3   222.8   399.8   493.9   548.2   591.6   642.6   713.2   813.5  1030.0  1458.4 14474.6  45058.2    45000  1714578006894  1714578012206
read      460.7   384.3   148.8   210.0   231.4   427.0   521.4   572.4   610.2   656.1   720.0   816.0  1015.8  1462.7 19899.2  49929.6    50000  1714578013710  1714578019014
read      445.0   317.1   148.8   206.0   225.5   397.6   494.6   554.8   601.1   654.3   722.2   823.7  1016.4  1577.0 10761.1  55133.4    55000  1714578020518  1714578025813
read      480.7   390.1   148.8   216.1   240.0   440.3   541.4   598.2   639.2   689.3   757.3   856.2  1067.9  1486.3 19037.1  59921.4    60000  1714578027317  1714578032610
read      477.0   392.6   148.8   216.1   240.9   438.6   534.6   589.8   631.4   681.3   746.0   848.4  1066.0  1440.0 20989.9  64986.4    65000  1714578034114  1714578039422
read      476.5   354.3   148.8   220.0   247.8   438.7   529.7   584.0   625.5   676.8   742.9   841.5  1056.1  1402.8 14623.8  69907.4    70000  1714578040926  1714578046227
read      469.1   343.5   148.8   220.3   247.6   424.0   514.8   572.8   616.9   671.3   739.5   845.8  1061.1  1496.3 14236.0  74971.5    75000  1714578047730  1714578053036
read      791.6   456.5   148.8   423.6   495.1   685.2   783.6   971.1  1107.5  1199.0  1274.9  1363.6  1496.8  2169.8 19868.3  77573.3    80000  1714578054541  1714578059834
read      806.0   391.0   160.7   501.4   535.7   675.3   796.5  1058.2  1134.5  1197.6  1258.9  1340.3  1478.2  2635.9 15052.0  80303.0    85000  1714578061338  1714578066637
read      846.5   464.0   173.5   526.9   565.9   712.4   804.4  1097.9  1196.3  1263.7  1332.6  1415.1  1567.9  3313.2 18686.4  77384.7    90000  1714578068141  1714578073443
read      835.1   453.1   148.8   530.4   567.1   694.4   786.7  1095.6  1192.9  1253.8  1317.2  1383.0  1505.8  2633.1 19492.1  78544.6    95000  1714578074946  1714578080255
read      867.3   544.8   160.7   567.3   601.4   719.3   793.4  1130.4  1238.8  1306.6  1362.0  1438.8  1568.7  4484.0 25516.2  76113.2   100000  1714578081759  1714578087056
read      922.3   574.3   173.5   605.8   644.7   778.4   851.9  1011.2  1295.1  1383.0  1457.0  1549.3  1702.6  5575.9 27335.2  71721.7   105000  1714578088560  1714578093854
read      848.8   588.4   148.8   547.4   579.2   704.5   785.6  1106.2  1206.9  1271.0  1333.0  1403.5  1544.2  5567.1 29223.2  77974.6   110000  1714578095357  1714578100647
read      836.4   474.4   160.7   526.9   561.5   691.2   795.1  1106.3  1187.8  1246.1  1307.8  1376.2  1495.4  4130.1 16700.1  78733.4   115000  1714578102151  1714578107447
read      773.5   421.8   148.8   481.5   513.8   637.1   779.5  1035.8  1094.2  1144.4  1195.7  1265.4  1384.3  2822.5 15984.9  84889.8   120000  1714578108951  1714578114233
read      835.3   585.7   148.8   533.7   566.1   691.2   778.9  1096.2  1186.6  1245.8  1308.5  1378.7  1497.0  3224.0 28396.1  79116.4   125000  1714578115737  1714578121025

