#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      849.3   525.0   148.8   550.4   580.8   706.7   790.9  1107.3  1206.2  1272.4  1335.2  1408.2  1541.5  4048.2 22500.1  77587.9   125000  1714578343018  1714578348311

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      416.4  1133.3   160.7   228.6   251.2   357.4   392.4   410.9   424.7   439.6   462.3   497.6   630.6 25425.1 32393.5   4976.4     5000  1714578355970  1714578361406
read      412.1   619.6   160.7   213.6   231.1   399.7   455.5   482.4   499.7   520.1   544.8   586.6   709.5  2941.4 30611.6   9939.0    10000  1714578362913  1714578368273
read      417.9   640.4   148.8   206.4   222.8   395.6   475.9   511.4   536.3   563.5   593.9   638.3   745.7  2768.1 31063.0  14852.0    15000  1714578369777  1714578375099
read      436.9   644.6   148.8   206.3   223.9   397.5   496.8   543.9   575.4   609.4   648.4   705.8   850.9  2790.8 29906.5  19982.2    20000  1714578376603  1714578381917
read      446.3   653.7   148.8   204.8   223.8   402.6   500.2   554.7   592.7   633.0   681.2   747.0   896.4  2061.9 31109.6  25046.0    25000  1714578383421  1714578388717
read      452.9   609.6   148.8   207.4   226.6   406.7   502.8   559.6   600.2   645.2   699.9   777.9   943.9  2324.2 30113.2  30034.4    30000  1714578390221  1714578395525
read      455.8   596.1   148.8   205.8   224.9   412.3   503.4   558.9   599.7   648.3   710.2   797.8   990.2  2166.5 29973.7  35040.5    35000  1714578397029  1714578402334
read      458.2   455.9   148.8   206.0   225.6   423.3   515.0   566.7   605.5   654.3   718.2   810.0  1021.8  1873.5 27792.4  40089.0    40000  1714578403838  1714578409137
read      460.3   448.2   148.8   209.4   229.6   426.9   517.8   567.4   605.6   653.1   717.6   813.9  1036.4  1491.8 25647.2  45050.2    45000  1714578410640  1714578415924
read      465.2   475.8   148.8   207.9   228.3   422.9   519.4   573.3   614.2   664.8   732.6   838.6  1077.7  1937.7 28601.1  50005.4    50000  1714578417428  1714578422705
read      464.3   572.3   148.8   208.2   229.3   417.9   514.2   569.0   609.7   658.7   725.9   829.7  1058.5  1861.8 30014.6  55152.6    55000  1714578424209  1714578429496
read      460.9   409.5   148.8   208.6   230.6   422.1   515.6   570.3   611.2   661.2   728.1   830.3  1031.5  1443.2 27885.0  59986.6    60000  1714578430998  1714578436282
read      468.3   389.5   148.8   212.8   236.5   428.5   527.7   583.2   624.4   673.3   735.9   835.2  1030.6  1385.0 25065.4  65151.2    65000  1714578437786  1714578443058
read      453.3   335.6   148.8   213.3   236.2   409.8   502.2   558.4   601.2   652.1   717.6   809.9  1005.1  1370.7 13749.7  69929.6    70000  1714578444562  1714578449838
read      494.4   314.0   148.8   228.7   261.3   454.4   547.0   606.5   651.2   705.5   775.4   875.7  1083.5  1419.1  9937.5  74801.0    75000  1714578451341  1714578456622
read      832.1   501.0   148.8   513.4   560.0   706.6   790.8  1027.4  1170.0  1247.4  1321.0  1406.3  1562.3  4230.2 24030.6  76960.0    80000  1714578458125  1714578463412
read      831.6   509.8   148.8   517.5   555.2   694.1   799.1  1076.7  1163.4  1231.6  1298.3  1378.0  1514.0  3994.0 24080.9  78722.0    85000  1714578464916  1714578470204
read      854.0   521.5   148.8   541.3   576.7   714.6   799.1  1103.0  1203.1  1273.9  1340.7  1421.6  1560.1  4846.9 22257.8  77170.8    90000  1714578471708  1714578476985
read      783.9   520.0   160.7   482.6   518.4   643.6   788.5  1039.9  1107.7  1159.1  1215.9  1280.0  1417.3  3535.7 27902.6  83639.0    95000  1714578478489  1714578483756
read      815.3   472.0   160.7   503.1   540.4   682.5   800.5  1057.6  1141.1  1207.7  1269.4  1352.9  1491.2  3818.3 18856.2  80590.1   100000  1714578485260  1714578490535
read      824.6   539.7   160.7   518.2   554.3   680.7   789.5  1084.6  1160.8  1222.2  1278.3  1355.0  1486.2  4647.3 24774.7  80010.8   105000  1714578492038  1714578497315
read      873.6   502.2   148.8   550.2   591.6   738.7   819.6  1085.1  1221.8  1310.3  1384.7  1471.7  1605.9  3902.6 24790.2  75378.2   110000  1714578498818  1714578504097
read      861.2   535.2   160.7   536.6   574.7   727.8   810.6  1048.7  1191.2  1284.3  1363.2  1457.5  1606.6  5285.1 24116.2  76707.1   115000  1714578505600  1714578510901
read      796.0   516.8   160.7   481.8   516.3   670.8   806.0  1027.8  1094.1  1153.4  1223.3  1330.8  1504.5  4024.3 25058.0  82773.3   120000  1714578512405  1714578517692
read      880.0   618.0   160.7   570.2   606.3   731.2   799.9  1092.5  1238.3  1319.7  1385.3  1465.0  1596.1  6626.0 28303.2  75362.0   125000  1714578519196  1714578524479

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      476.5  1708.1   160.7   228.6   249.8   358.9   394.5   413.4   427.4   443.8   466.0   504.0  1295.1 29897.5 45225.0   4897.0     5000  1714578540008  1714578545431
read      422.5   883.1   160.7   214.9   231.6   395.3   451.6   478.5   496.3   516.3   542.9   584.3   684.4 12199.2 34996.6  10099.6    10000  1714578546934  1714578552269
read      420.4   480.7   148.8   208.2   225.4   405.7   485.7   522.4   546.2   574.0   606.0   651.6   765.4  2170.4 28143.0  15072.0    15000  1714578553773  1714578559061
read      434.8   609.7   148.8   207.0   224.6   396.0   496.7   544.6   576.7   610.9   649.3   707.3   844.9  2375.4 29619.3  20000.8    20000  1714578560564  1714578565884
read      438.5   495.5   148.8   207.0   225.2   396.9   494.9   548.5   587.5   628.0   676.4   742.9   901.0  2370.5 29430.8  25041.6    25000  1714578567389  1714578572713
read      441.3   328.2   148.8   206.0   224.6   406.9   501.6   557.5   597.5   642.5   697.3   775.9   927.7  1425.5 11064.0  30067.6    30000  1714578574217  1714578579544
read      443.5   390.3   148.8   204.6   223.0   404.1   497.6   552.6   594.3   641.5   701.3   786.7   969.4  1982.8 18583.5  34803.2    35000  1714578581048  1714578586346
read      460.5   379.4   148.8   210.9   230.8   426.3   521.8   575.8   616.5   665.7   729.7   820.8  1004.7  1432.8 19631.3  40277.6    40000  1714578587851  1714578593143
read      462.8   483.4   148.8   211.7   231.4   422.3   518.3   572.6   613.3   663.7   730.5   830.8  1053.7  1489.7 28538.9  44957.2    45000  1714578594648  1714578599922
read      452.4   325.0   148.8   212.2   232.7   411.1   505.0   559.2   601.2   652.1   720.0   823.9  1050.9  1486.0 10959.8  49936.2    50000  1714578601425  1714578606704
read      447.2   259.4   148.8   207.3   227.5   404.9   502.3   556.8   597.5   647.1   714.5   820.0  1056.5  1626.4  8737.1  54980.0    55000  1714578608208  1714578613500
read      457.0   293.4   148.8   208.5   230.4   416.3   508.7   564.7   607.4   661.3   732.2   844.0  1091.0  1482.7  9871.4  60019.0    60000  1714578615004  1714578620315
read      459.6   341.8   148.8   212.2   234.8   419.2   511.6   567.7   609.5   660.9   727.7   826.2  1036.2  1488.1 14982.4  65036.0    65000  1714578621820  1714578627122
read      453.2   302.3   148.8   213.3   236.4   410.9   501.4   555.8   599.2   650.5   716.7   814.7  1018.6  1423.4 10363.2  69850.8    70000  1714578628626  1714578633926
read      492.6   310.2   148.8   230.0   262.4   453.2   544.8   600.6   642.9   697.7   768.4   874.6  1078.6  1379.3 11390.5  75134.7    75000  1714578635430  1714578640748
read      824.6   462.6   160.7   517.6   558.0   689.3   778.1  1081.1  1175.9  1240.1  1303.7  1375.0  1494.3  3902.2 16590.3  77508.2    80000  1714578642252  1714578647551
read      900.0   493.8   173.5   608.5   643.5   748.3   805.7  1035.5  1298.2  1368.4  1431.7  1492.5  1611.0  5581.1 22383.6  73197.0    85000  1714578649056  1714578654352
read      835.9   447.6   148.8   535.8   570.6   697.2   779.8  1088.5  1192.1  1260.1  1326.6  1398.4  1529.9  3639.9 16261.1  78317.8    90000  1714578655854  1714578661168
read      859.4   500.2   160.7   550.6   583.1   716.6   803.9  1122.8  1218.7  1286.4  1347.1  1425.1  1562.2  4017.9 20374.5  76639.0    95000  1714578662673  1714578667969
read      837.3   502.7   202.4   524.8   558.4   697.1   808.7  1073.6  1161.8  1231.9  1303.1  1394.1  1587.4  3982.8 21210.7  78767.8   100000  1714578669473  1714578674772
read      831.0   443.5   160.7   547.3   574.1   686.2   762.4  1104.7  1196.3  1251.5  1309.9  1372.8  1488.3  3612.8 18841.9  79089.2   105000  1714578676276  1714578681577
read      862.9   471.9   173.5   556.5   591.5   720.1   802.5  1118.4  1223.8  1294.3  1356.2  1439.1  1582.0  4310.9 18958.3  76383.8   110000  1714578683081  1714578688381
read      827.7   455.0   160.7   520.4   555.6   686.2   797.2  1097.2  1170.4  1229.8  1285.5  1361.1  1487.3  3834.3 17413.0  79463.9   115000  1714578689885  1714578695188
read      858.2   435.5   173.5   561.3   596.3   716.9   791.1  1109.6  1223.8  1296.3  1355.3  1433.7  1567.9  4040.7 15709.3  76615.6   120000  1714578696693  1714578701987
read      822.0   470.5   173.5   526.8   558.8   681.1   771.9  1085.7  1165.6  1227.9  1286.8  1366.7  1494.5  3773.0 18358.9  80083.4   125000  1714578703491  1714578708793

