#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      363.8   167.3   148.8   206.7   224.0   341.1   396.5   428.7   453.5   483.8   526.0   594.2   765.7  1206.5  6286.2 105117.6   105000  1714579874660  1714579879963
read      387.9   158.7   148.8   215.3   235.9   364.5   422.0   456.5   483.2   517.2   565.8   647.3   815.3  1101.3  3922.3 109862.7   110000  1714579881466  1714579886760
read      460.9   227.9   148.8   237.4   268.8   424.8   502.4   554.5   594.8   642.0   700.8   784.5   934.2  1290.8  9468.1 115228.6   115000  1714579888264  1714579893565
read      524.4   239.0   148.8   278.1   312.0   492.3   589.9   643.0   680.8   723.8   777.2   855.6  1003.4  1275.3  9444.8 116830.8   120000  1714579895070  1714579900374
read      423.0   195.7   148.8   229.8   256.4   393.9   464.8   508.5   540.9   579.0   626.2   693.9   834.7  1091.3  5700.1 124922.8   125000  1714579901878  1714579907179

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      396.9  1039.6   160.7   233.0   256.8   345.3   373.7   391.0   402.0   417.7   434.9   466.0   579.5 23920.2 35835.9   4989.8     5000  1714579915583  1714579921004
read      391.9   764.9   160.7   216.7   233.6   369.4   412.1   431.7   445.9   461.7   481.9   511.1   602.8  5776.5 31622.9   9985.9    10000  1714579922508  1714579927855
read      395.1   703.8   148.8   207.6   223.1   379.7   438.1   462.5   479.1   497.8   520.7   551.3   634.6  6399.6 30299.4  14928.6    15000  1714579929359  1714579934686
read      390.7   500.4   148.8   204.4   219.3   366.2   453.7   487.0   508.1   531.4   557.5   594.3   690.6  1963.0 29228.5  19948.4    20000  1714579936190  1714579941509
read      383.8   474.3   148.8   202.9   216.8   342.0   447.7   487.7   512.3   537.9   568.3   609.8   693.0  1507.3 28756.8  24959.4    25000  1714579943013  1714579948340
read      385.1   490.2   148.8   201.7   215.7   332.0   441.4   489.1   518.7   548.2   581.3   625.8   722.9  2770.2 29157.9  30020.8    30000  1714579949843  1714579955156
read      378.7   548.6   148.8   198.5   212.1   322.3   422.9   478.5   512.1   545.0   581.5   628.8   729.6  1508.7 29536.0  34901.2    35000  1714579956660  1714579961950
read      381.1   504.2   148.8   199.1   213.5   328.6   419.7   476.1   512.5   548.5   586.7   636.1   743.9  2294.6 29490.0  39767.4    40000  1714579963455  1714579968746
read      382.8   670.2   148.8   198.2   212.5   327.5   408.9   462.3   500.0   539.4   581.4   633.3   743.4  1581.3 30611.4  44934.3    45000  1714579970250  1714579975538
read      367.4   436.9   148.8   199.7   214.2   325.3   399.7   446.3   480.2   519.0   561.3   614.8   719.9  1496.4 28810.6  50068.2    50000  1714579977041  1714579982332
read      364.2   329.5   148.8   201.2   215.4   328.6   398.6   442.7   476.6   517.1   562.8   619.3   726.1  1077.9 19767.2  54799.2    55000  1714579983836  1714579989124
read      363.6   471.1   148.8   199.6   213.6   320.7   389.3   433.7   468.0   509.8   559.3   621.9   737.8  1525.3 29290.2  60050.8    60000  1714579990628  1714579995927
read      374.3   446.4   148.8   200.9   215.6   332.0   404.3   449.2   482.7   523.5   572.6   638.9   788.0  1615.4 28872.8  64957.4    65000  1714579997430  1714580002714
read      361.1   256.2   148.8   199.8   214.8   327.9   394.7   434.9   465.8   503.3   550.2   616.6   747.5  1404.8  8040.6  69961.6    70000  1714580004218  1714580009496
read      360.1   406.4   148.8   201.1   215.3   322.5   387.2   426.7   457.3   494.8   543.1   612.3   744.9  1408.5 27004.8  75109.6    75000  1714580011000  1714580016313
read      370.3   348.5   148.8   202.6   218.0   334.6   401.3   441.6   471.3   508.8   558.9   634.1   802.4  1402.9 21306.0  80023.4    80000  1714580017818  1714580023111
read      352.2   297.2   148.8   200.3   214.6   322.7   382.9   418.5   444.9   476.8   520.3   586.1   730.1  1118.8 13000.1  85347.2    85000  1714580024614  1714580029902
read      353.2   193.9   148.8   201.8   216.5   325.6   385.5   420.5   446.7   478.5   521.2   588.8   746.3  1141.8  4742.3  90077.8    90000  1714580031406  1714580036703
read      356.1   261.3   148.8   203.7   219.5   331.5   388.6   421.5   445.7   474.5   514.1   578.9   727.3  1411.7  8191.0  94886.0    95000  1714580038206  1714580043505
read      350.7   261.6   148.8   203.0   217.5   324.3   379.8   412.5   436.8   467.8   508.8   577.9   731.7  1085.9  6453.6 100093.8   100000  1714580045009  1714580050304
read      365.0   199.6   148.8   207.2   224.1   339.1   395.1   428.0   453.5   484.8   528.4   599.7   792.6  1374.7  7735.0 104747.4   105000  1714580051809  1714580057113
read      354.9   140.4   148.8   207.4   224.4   334.3   386.4   417.1   440.0   468.4   506.7   572.4   722.4  1025.1  4261.7 109827.8   110000  1714580058617  1714580063920
read      389.1   187.1   148.8   218.2   239.4   366.6   424.8   459.9   486.7   519.6   563.8   631.4   769.4  1064.4  6185.2 114919.4   115000  1714580065424  1714580070726
read      500.0   222.5   148.8   262.1   297.1   463.5   551.3   606.7   646.7   694.0   752.3   839.2  1003.9  1321.0  7559.2 118706.6   120000  1714580072230  1714580077530
read      517.3   269.4   148.8   276.4   310.6   479.4   576.3   631.7   671.0   715.0   767.8   844.9   994.3  1372.4 10074.3 119056.5   125000  1714580079034  1714580084339

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      387.2   752.3   160.7   236.7   260.3   349.8   379.2   397.1   409.6   425.0   443.8   478.5   637.2  8056.9 32130.0   4981.8     5000  1714580098460  1714580103881
read      388.7   340.4   148.8   218.8   236.6   385.5   430.2   451.4   465.0   482.1   502.7   538.1   628.2  3886.1 16290.6   9968.6    10000  1714580105386  1714580110749
read      392.6   363.7   160.7   209.7   225.8   387.9   450.9   476.7   493.9   511.6   536.7   573.4   667.0  3688.5 14500.8  15033.5    15000  1714580112253  1714580117570
read      386.3   271.0   148.8   204.3   219.3   371.1   455.9   487.4   507.1   529.9   554.9   592.8   688.1  1609.5 12648.8  19907.6    20000  1714580119074  1714580124395
read      384.1   233.2   148.8   201.1   216.4   350.7   457.9   497.7   522.2   546.9   577.1   619.0   709.0  1460.9  9976.3  24915.0    25000  1714580125899  1714580131230
read      373.6   211.9   148.8   200.4   214.3   334.1   436.0   481.1   509.0   537.8   570.2   613.9   708.5  1469.3  7995.4  29908.0    30000  1714580132734  1714580138049
read      369.7   259.1   148.8   199.9   214.4   328.4   419.1   468.7   499.7   531.6   566.3   612.3   715.6  1417.5 12742.9  35061.6    35000  1714580139553  1714580144856
read      376.6   230.1   148.8   205.2   221.2   336.9   422.0   471.5   505.7   540.9   579.0   629.3   739.1  1395.6  9499.4  39953.4    40000  1714580146360  1714580151660
read      379.5   254.6   148.8   204.3   219.7   337.6   422.0   474.7   512.0   550.0   591.0   643.2   759.0  1430.3 10338.8  44954.0    45000  1714580153164  1714580158466
read      371.6   268.2   148.8   202.0   215.7   325.8   404.6   460.2   500.9   543.5   588.2   642.6   764.4  1688.9  7983.7  50062.4    50000  1714580159970  1714580165288
read      372.5   265.1   148.8   202.5   217.2   334.2   409.0   457.1   494.3   537.5   585.1   642.5   746.0  1148.0  7850.1  54876.4    55000  1714580166791  1714580172086
read      364.5   234.2   148.8   201.9   216.4   328.7   398.5   442.2   476.2   516.8   565.1   627.7   749.8  1308.8  5988.3  59879.2    60000  1714580173590  1714580178894
read      362.8   167.8   148.8   202.0   216.4   329.4   398.5   440.6   472.2   511.6   559.6   623.9   746.2  1262.3  5425.5  64775.8    65000  1714580180397  1714580185696
read      359.4   184.2   148.8   200.0   214.2   327.7   394.6   434.3   464.4   501.0   547.0   613.6   752.1  1423.9  5865.7  70109.4    70000  1714580187200  1714580192504
read      370.0   323.7   148.8   201.1   217.1   339.2   405.5   444.3   472.3   507.5   552.0   621.5   780.4  1377.6 13132.0  75070.4    75000  1714580194008  1714580199296
read      363.3   298.2   148.8   202.6   217.9   333.8   397.2   433.3   460.6   493.9   536.9   602.3   758.7  1626.3  8783.5  80042.0    80000  1714580200800  1714580206100
read      351.7   303.0   148.8   201.8   215.8   320.0   379.5   415.6   442.8   476.2   522.6   589.7   734.0  1048.1 10671.8  84893.6    85000  1714580207604  1714580212901
read      361.1   336.8   148.8   203.2   218.2   328.4   390.9   427.8   455.7   489.7   534.9   606.7   772.1  1213.2 22119.8  90038.2    90000  1714580214404  1714580219694
read      350.9   317.5   148.8   202.5   216.6   321.0   378.3   412.4   437.5   469.1   510.8   579.9   733.9  1242.8 14388.1  94852.4    95000  1714580221198  1714580226498
read      359.1   216.2   148.8   205.6   222.0   335.4   390.7   422.8   447.0   476.4   517.1   583.5   738.1  1483.7  8005.2  99776.4   100000  1714580228002  1714580233296
read      346.3   257.8   148.8   204.3   219.5   322.7   374.3   404.5   428.2   456.8   495.2   557.3   711.1  1074.6  7314.0 104795.0   105000  1714580234802  1714580240097
read      388.1   289.6   148.8   212.2   232.6   362.6   421.3   456.5   483.3   517.1   565.8   645.7   807.7  1066.2 10871.7 109930.6   110000  1714580241600  1714580246884
read      403.1   326.0   148.8   218.8   240.3   370.8   432.1   470.6   502.4   542.8   597.7   685.8   854.7  1186.8 13246.2 114883.4   115000  1714580248388  1714580253674
read      453.3   279.6   148.8   241.4   271.1   421.2   492.8   537.3   572.1   614.6   670.8   756.0   930.2  1231.1 10135.3 119775.8   120000  1714580255178  1714580260473
read      494.0   346.4   148.8   236.3   267.7   440.5   525.8   586.2   640.5   717.7   811.0   927.9  1111.5  1372.1 12996.5 114750.0   125000  1714580261978  1714580267259

