#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      903.0  1220.4   160.7   269.8   315.3   492.3   830.5  1479.1  1582.8  1681.6  1792.7  1960.9  2897.7 14670.3 35322.0  74097.5   105000  1714579094203  1714579099473
read      868.7  1161.2   148.8   265.5   312.5   467.2   745.0  1447.1  1559.8  1653.6  1753.6  1912.0  2806.4 16345.5 32276.3  76699.2   110000  1714579100977  1714579106249
read      845.5  1184.8   148.8   266.6   315.4   445.3   636.4  1415.9  1538.3  1631.5  1727.2  1872.0  2768.1 15016.6 32494.4  78895.4   115000  1714579107752  1714579113026
read      848.1  1154.3   160.7   269.4   317.0   448.9   652.0  1419.9  1541.7  1634.7  1729.8  1870.8  2761.4 14647.7 32308.4  78665.0   120000  1714579114530  1714579119804
read      895.9  1210.8   160.7   268.8   315.1   486.8   809.7  1478.8  1585.4  1680.5  1782.9  1935.5  2867.5 16681.4 35462.2  74585.4   125000  1714579121307  1714579126581

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      509.4  1984.7   160.7   227.0   246.8   353.0   389.4   408.2   423.1   438.4   460.9   497.2  1384.7 30094.5 37283.6   4929.0     5000  1714579132490  1714579137895
read      445.0  1199.3   148.8   213.7   230.0   385.8   446.1   473.0   492.4   512.7   540.7   584.4   726.4 28385.4 32291.4   9933.2    10000  1714579139399  1714579144725
read      414.2   681.6   148.8   207.8   224.3   379.6   462.7   503.1   529.4   557.0   588.2   634.5   745.1  5142.5 31667.2  14980.4    15000  1714579146228  1714579151532
read      439.1   746.6   148.8   206.1   223.2   391.8   488.4   541.7   576.6   612.7   652.7   711.4   855.2  3735.1 30114.4  20025.0    20000  1714579153035  1714579158328
read      456.9   549.5   148.8   206.2   223.2   413.2   519.4   580.4   622.4   668.1   720.7   793.9   962.9  2335.1 29427.0  24954.4    25000  1714579159831  1714579165132
read      463.8   385.0   148.8   205.7   222.7   418.8   535.2   601.1   650.2   704.9   767.8   854.4  1056.0  1524.7 18998.5  29972.4    30000  1714579166636  1714579171925
read      485.6   593.0   148.8   207.1   224.4   409.8   548.3   626.6   686.4   752.0   827.3   934.5  1213.2  1647.1 30198.3  35031.6    35000  1714579173429  1714579178697
read      470.1   505.7   148.8   204.7   220.9   375.3   517.1   601.9   669.5   745.7   831.2   958.0  1255.9  1817.3 28803.5  39989.2    40000  1714579180200  1714579185470
read      471.5   366.2   148.8   204.4   220.8   360.4   504.1   594.6   671.2   762.9   867.9  1048.2  1435.9  2301.8  9882.0  44930.8    45000  1714579186974  1714579192239
read      446.5   531.2   148.8   199.4   214.3   333.6   452.4   543.5   619.9   712.3   821.3  1010.7  1350.6  1856.7 29305.2  49959.6    50000  1714579193742  1714579199008
read      466.3   572.0   148.8   204.9   222.2   357.8   466.3   547.3   619.9   715.5   840.5  1052.6  1499.7  2265.8 29707.3  54795.8    55000  1714579200510  1714579205784
read      458.5   402.7   148.8   205.7   222.3   338.6   434.2   518.5   598.4   717.3   879.0  1148.9  1605.7  2112.5 10727.7  59897.0    60000  1714579207287  1714579212554
read      468.1   364.2   148.8   207.8   225.3   342.5   438.3   523.9   610.8   749.3   929.1  1186.1  1633.0  2256.3  9830.3  64679.2    65000  1714579214058  1714579219352
read      463.4   358.8   148.8   208.9   226.0   341.2   434.0   511.0   588.1   716.8   902.1  1172.9  1700.7  2263.0  9675.5  69850.8    70000  1714579220855  1714579226155
read      567.6   529.1   148.8   221.6   243.8   382.4   505.1   632.9   771.0   968.5  1175.4  1578.6  2195.9  3266.6 14736.1  75072.7    75000  1714579227659  1714579232955
read      909.1  1312.4   137.8   266.1   309.4   492.6   734.8  1445.2  1573.2  1678.7  1793.1  1979.5  2970.4 16916.7 35151.7  73490.4    80000  1714579234459  1714579239753
read      832.1  1091.7   160.7   269.6   309.0   437.2   638.0  1408.2  1528.7  1620.5  1726.5  1879.8  2789.9 12668.1 35640.6  79550.7    85000  1714579241257  1714579246564
read      827.2  1051.8   148.8   266.3   310.3   436.1   628.7  1413.4  1535.8  1628.0  1720.5  1860.9  2767.0 12663.3 32147.3  80096.8    90000  1714579248068  1714579253379
read      935.6  1384.2   160.7   269.4   310.1   507.5   793.3  1500.2  1607.9  1702.9  1812.4  1983.4  2969.9 19323.1 35116.6  72044.0    95000  1714579254884  1714579260193
read      873.9  1333.5   160.7   276.2   321.8   458.0   651.7  1412.1  1544.7  1643.0  1744.5  1913.2  2909.0 19111.7 39081.3  76945.3   100000  1714579261697  1714579267008
read      843.4  1339.1   148.8   271.1   315.2   433.1   567.7  1360.7  1512.5  1608.8  1714.7  1868.9  2870.2 17495.5 35987.4  79772.8   105000  1714579268512  1714579273815
read      880.6  1312.9   160.7   266.6   314.8   465.1   651.4  1423.3  1549.9  1647.9  1753.7  1910.3  2924.5 16266.3 33274.8  76230.4   110000  1714579275320  1714579280618
read      852.3  1103.5   148.8   265.1   311.1   457.3   670.3  1423.1  1546.1  1639.4  1737.4  1884.6  2820.7 12854.7 31852.1  77985.4   115000  1714579282121  1714579287427
read      877.5  1396.8   148.8   263.0   311.1   458.7   626.8  1407.2  1540.4  1639.4  1740.7  1892.2  2909.7 19825.0 36274.0  77041.8   120000  1714579288930  1714579294234
read      847.4  1348.4   160.7   268.8   313.8   436.5   571.8  1370.8  1515.7  1615.2  1719.8  1871.9  2881.4 19228.4 35829.5  79485.4   125000  1714579295739  1714579301034

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      398.8   925.8   160.7   236.0   257.9   351.0   386.7   405.8   420.1   434.5   456.0   490.0   670.0 15238.6 32297.2   4942.4     5000  1714579318298  1714579323742
read      434.3   922.2   160.7   211.9   229.9   398.6   458.1   486.8   505.6   528.2   552.7   592.7   703.3 15095.5 31724.2   9984.8    10000  1714579325248  1714579330613
read      419.2   244.6   148.8   211.8   229.5   404.8   488.8   529.9   556.3   583.7   618.0   668.4   789.9  1493.1  7696.2  14939.0    15000  1714579332117  1714579337448
read      435.5   263.3   148.8   207.5   226.3   407.2   504.8   557.0   591.6   628.8   671.7   729.6   850.9  3027.0  9627.4  19884.0    20000  1714579338953  1714579344285
read      440.3   353.8   148.8   204.9   222.5   403.4   504.6   563.7   605.6   649.6   699.3   769.7   934.7  1472.1 13785.4  24950.4    25000  1714579345790  1714579351124
read      467.3   403.9   148.8   206.7   224.2   419.3   538.0   603.6   653.6   709.7   772.8   855.3  1063.2  1539.8 27891.0  29928.2    30000  1714579352627  1714579357937
read      475.8   396.9   148.8   205.1   222.3   409.7   540.6   614.3   671.7   740.6   819.2   924.3  1214.5  2238.4 17724.7  34912.2    35000  1714579359442  1714579364734
read      468.7   391.4   148.8   203.7   220.4   379.6   515.1   599.3   667.5   744.8   830.1   967.5  1284.8  1965.3 14666.9  40140.6    40000  1714579366238  1714579371556
read      464.2   529.7   148.8   206.2   223.8   375.1   503.2   586.3   652.4   733.9   829.4   979.7  1320.9  1720.9  6923.7  45050.4    45000  1714579373061  1714579378370
read      462.6   389.0   148.8   204.1   220.1   346.5   466.0   556.6   633.7   734.2   862.8  1093.5  1514.1  2178.6 12679.9  49972.4    50000  1714579379874  1714579385178
read      459.4   435.1   148.8   203.1   219.0   337.0   444.7   537.5   620.1   730.5   872.6  1130.4  1555.9  2033.1 16955.8  54839.8    55000  1714579386682  1714579391980
read      474.3   426.2   148.8   205.9   223.3   349.1   454.0   542.3   626.6   751.8   917.3  1184.3  1653.5  2285.5 13755.2  60252.0    60000  1714579393484  1714579398785
read      463.2   463.1   148.8   205.1   222.1   345.3   449.7   533.3   611.3   725.0   872.2  1105.3  1577.8  2311.4 25548.8  64822.5    65000  1714579400289  1714579405574
read      455.2   396.9   148.8   205.0   221.6   337.5   431.3   508.2   584.8   706.4   880.2  1124.1  1606.2  2263.5 12346.4  69952.2    70000  1714579407078  1714579412388
read      476.7   456.7   148.8   208.8   226.5   346.3   441.3   520.8   604.8   738.9   936.5  1216.5  1793.2  2509.7 16671.6  74916.6    75000  1714579413892  1714579419179
read      667.6   672.1   148.8   226.0   251.1   419.7   610.2   807.0   984.5  1142.8  1441.0  1936.7  2778.2  4292.9 23261.7  78367.8    80000  1714579420684  1714579425979
read      872.5  1160.6   160.7   275.2   319.8   468.8   723.3  1430.6  1553.5  1652.9  1756.4  1933.3  2885.4 14472.1 35057.5  76264.0    85000  1714579427482  1714579432777
read      812.6  1078.7   148.8   276.8   313.2   426.2   610.9  1360.3  1503.3  1600.6  1703.9  1856.1  2744.4 12912.4 32453.8  81683.7    90000  1714579434281  1714579439575
read      860.9  1301.9   148.8   268.8   315.0   452.8   632.0  1392.1  1532.3  1629.4  1727.5  1879.7  2868.4 16890.5 36130.4  78124.0    95000  1714579441078  1714579446371
read      872.6  1376.0   148.8   274.0   312.8   454.4   631.2  1404.0  1534.7  1633.3  1746.2  1914.5  2916.1 19047.2 37301.3  77115.7   100000  1714579447875  1714579453175
read      847.6  1354.4   148.8   265.3   311.2   436.7   581.5  1365.0  1515.2  1614.1  1719.6  1871.5  2878.2 20189.0 37166.3  79564.0   105000  1714579454679  1714579459979
read      829.4  1099.3   148.8   272.8   311.7   435.5   625.7  1407.8  1525.0  1617.7  1722.4  1870.6  2750.2 12771.3 33013.5  80119.3   110000  1714579461483  1714579466776
read      879.1  1227.7   160.7   264.9   312.9   468.2   718.0  1453.3  1566.9  1661.6  1757.2  1914.0  2865.2 16419.4 36561.4  76247.8   115000  1714579468279  1714579473600
read      885.2  1344.0   148.8   278.7   311.7   461.9   681.1  1425.6  1548.3  1645.5  1763.0  1951.6  2931.8 16848.8 36610.8  75998.6   120000  1714579475104  1714579480398
read      869.1  1310.2   160.7   274.5   319.6   457.1   635.0  1401.8  1536.5  1638.4  1735.8  1889.2  2905.3 17097.2 36068.6  77206.9   125000  1714579481901  1714579487199

